niveau,code_commune,code_province,code_region,code_pays,nom,nom_province,nom_region,centroid_lon,centroid_lat,centroid_x_3857,centroid_y_3857
region,,,MA-01,MA,Tanger-Tétouan-Al Hoceima,,Tanger-Tétouan-Al Hoceima,-5.432928,35.216808,-604790.8158705137,4193383.601808654
province,,MA-01-051,MA-01,MA,Al Hoceima,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.184572,34.959804,-465824.4498211489,4158419.9581974717
commune,MA-01-051-1107,MA-01-051,MA-01,MA,Bni Abdellah,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.070295,35.041304,-453103.1310507355,4169495.6104291133
commune,MA-01-051-1109,MA-01-051,MA-01,MA,Bni Hadifa,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.173981,34.995845,-464645.4136597054,4163316.5105905845
commune,MA-01-051-1101,MA-01-051,MA-01,MA,Ait Kamra,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.003762,35.150218,-445696.7645740863,4184313.954767256
commune,MA-01-051-1125,MA-01-051,MA-01,MA,Zaouiat Sidi Abdelkader,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.13896,34.931657,-460746.94322613394,4154597.4103159737
commune,MA-01-051-1121,MA-01-051,MA-01,MA,Rouadi,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.171693,35.159828,-464390.76919086697,4185622.398892247
commune,MA-01-051-1115,MA-01-051,MA-01,MA,Izemmouren,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.010978,35.198084,-446500.08408156777,4190832.5886379373
commune,MA-01-051-1303,MA-01-051,MA-01,MA,Ait Youssef Ou Ali,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.877828,35.166176,-431677.8190960634,4186486.7239163285
commune,MA-01-051-1305,MA-01-051,MA-01,MA,Arbaa Taourirt,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.879593,34.90458,-431874.3206080557,4150921.496994411
commune,MA-01-051-1323,MA-01-051,MA-01,MA,Tifarouine,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.899439,35.025367,-434083.55837544217,4167328.9313612133
commune,MA-01-051-1313,MA-01-051,MA-01,MA,Imrabten,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.965819,35.047271,-441472.93007897685,4170306.873313342
commune,MA-01-051-1317,MA-01-051,MA-01,MA,Louta,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.900049,35.109026,-434151.4772574365,4178707.2879202124
commune,MA-01-051-1319,MA-01-051,MA-01,MA,Nekkour,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.853272,35.013385,-428944.2355559835,4165700.193105003
commune,MA-01-051-1311,MA-01-051,MA-01,MA,Chakrane,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.98418,34.911194,-443516.9337491142,4151819.302573574
commune,MA-01-051-0925,MA-01-051,MA-01,MA,Tamsaout,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.758831,34.82702,-529750.6113214702,4140398.661584598
commune,MA-01-051-0923,MA-01-051,MA-01,MA,Taghzout,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.53262,34.765183,-504569.003059683,4132015.994791719
commune,MA-01-051-0719,MA-01-051,MA-01,MA,Sidi Boutmim,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.246163,34.924665,-472680.75390909566,4153648.1256718887
commune,MA-01-051-0711,MA-01-051,MA-01,MA,Bni Bounsar,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.436579,34.865186,-493877.7537085946,4145575.5188987963
commune,MA-01-051-0705,MA-01-051,MA-01,MA,Bni Ammart,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.193749,34.807589,-466846.0193691524,4137763.8358300123
commune,MA-01-051-0707,MA-01-051,MA-01,MA,Bni Bchir,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.339148,34.779377,-483031.7867543804,4133939.5642095804
commune,MA-01-051-0703,MA-01-051,MA-01,MA,Bni Ahmed Imoukzan,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.442587,34.763217,-494546.5435248735,4131749.655866512
commune,MA-01-051-0913,MA-01-051,MA-01,MA,Issaguen,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.565204,34.901485,-508196.1732302122,4150501.41482919
commune,MA-01-051-0915,MA-01-051,MA-01,MA,Ketama,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.679668,34.889125,-520938.2614919455,4148823.8641321445
commune,MA-01-051-0917,MA-01-051,MA-01,MA,Moulay Ahmed Cherif,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.478938,34.929325,-498593.06896480365,4154280.837012009
commune,MA-01-051-0909,MA-01-051,MA-01,MA,Bni Bouchibet,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.508001,34.709434,-501828.4013908815,4124464.181217593
commune,MA-01-051-0901,MA-01-051,MA-01,MA,Abdelghaya Souahel,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.63354,34.785938,-515803.3178543766,4134828.822540733
commune,MA-01-051-0301,MA-01-051,MA-01,MA,Bni Boufrah,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.306378,35.071037,-479383.84330965765,4173538.9838879625
commune,MA-01-051-0303,MA-01-051,MA-01,MA,Bni Gmil,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.371395,35.064328,-486621.4365731906,4172626.5025341753
commune,MA-01-051-0305,MA-01-051,MA-01,MA,Bni Gmil Maksouline,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.447753,35.023909,-495121.56423316983,4167130.757022454
commune,MA-01-051-0307,MA-01-051,MA-01,MA,Senada,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.191179,35.083507,-466559.8763639575,4175235.1425002115
commune,MA-01-051-0727,MA-01-051,MA-01,MA,Zarkt,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.345281,34.898382,-483714.5112337839,4150080.2245815154
commune,MA-01-051-0721,MA-01-051,MA-01,MA,Sidi Bouzineb,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.090087,34.818869,-455306.41585197404,4139293.337403278
commune,MA-01-051-0103,MA-01-051,MA-01,MA,Bni Bouayach,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.845623,35.102671,-428092.75827311864,4177842.4688525815
commune,MA-01-051-0105,MA-01-051,MA-01,MA,Imzouren,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.850764,35.140265,-428665.0630735437,4182958.9250996634
commune,MA-01-051-0107,MA-01-051,MA-01,MA,Targuist,Al Hoceima,Tanger-Tétouan-Al Hoceima,-4.323537,34.940512,-481293.9231376598,4155799.9332293486
commune,MA-01-051-0109,MA-01-051,MA-01,MA,Ajdir,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.911696,35.197251,-435447.998397336,4190719.1127535477
commune,MA-01-051-0101,MA-01-051,MA-01,MA,Al Hoceima,Al Hoceima,Tanger-Tétouan-Al Hoceima,-3.943319,35.236198,-438968.2255196058,4196026.078706444
province,,MA-01-151,MA-01,MA,Chefchaouen,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.99681,35.101384,-556242.3694206793,4177667.375767433
commune,MA-01-151-0917,MA-01-151,MA-01,MA,M'tioua,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.582609,35.14462,-510133.6558570828,4183551.817657301
commune,MA-01-151-0919,MA-01-151,MA-01,MA,Ouaouzgane,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.562105,35.033598,-507851.19801188103,4168447.9165671114
commune,MA-01-151-0911,MA-01-151,MA-01,MA,Bni Smih,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.738227,35.138811,-527456.9813437217,4182760.97318786
commune,MA-01-151-0909,MA-01-151,MA-01,MA,Bni Rzine,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.681558,35.045031,-521148.61310629034,4170002.421285607
commune,MA-01-151-0901,MA-01-151,MA-01,MA,Amtar,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.784464,35.18761,-532604.0789159965,4189405.911618567
commune,MA-01-151-0511,MA-01-151,MA-01,MA,Fifi,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.21555,34.952992,-580592.3488545164,4157494.7932195957
commune,MA-01-151-0513,MA-01-151,MA-01,MA,Laghdir,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.38038,35.037954,-598941.1099640122,4169040.0702183903
commune,MA-01-151-0515,MA-01-151,MA-01,MA,Tanaqoub,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.464527,35.147816,-608308.3173693386,4183986.868106064
commune,MA-01-151-0505,MA-01-151,MA-01,MA,Bni Faghloum,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.135313,34.904065,-571660.4711807459,4150851.6006436013
commune,MA-01-151-0507,MA-01-151,MA-01,MA,Bni Salah,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.059467,34.989695,-563217.2801521783,4162480.8290343764
commune,MA-01-151-0509,MA-01-151,MA-01,MA,Derdara,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.341266,35.127522,-594586.9579391251,4181224.338168335
commune,MA-01-151-0501,MA-01-151,MA-01,MA,Bab Taza,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.215907,35.059778,-580632.0903681354,4172007.6542535424
commune,MA-01-151-0503,MA-01-151,MA-01,MA,Bni Darkoul,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.111777,35.094419,-569040.4662313487,4176719.7233766816
commune,MA-01-151-0711,MA-01-151,MA-01,MA,Tassift,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.142637,35.339485,-572475.7563933457,4210111.974788087
commune,MA-01-151-0713,MA-01-151,MA-01,MA,Tizgane,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.045635,35.369936,-561677.4826963797,4214268.32588429
commune,MA-01-151-0707,MA-01-151,MA-01,MA,Steha,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.028969,35.303744,-559822.2595216235,4205235.7154914215
commune,MA-01-151-0709,MA-01-151,MA-01,MA,Talambote,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.173889,35.196938,-575954.7164869527,4190676.54591758
commune,MA-01-151-0701,MA-01-151,MA-01,MA,Bni Bouzra,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.906325,35.267192,-546169.5560907167,4200251.045675375
commune,MA-01-151-0101,MA-01-151,MA-01,MA,Chefchaouen,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.272943,35.169747,-586981.2994406382,4186973.144385096
commune,MA-01-151-0313,MA-01-151,MA-01,MA,Iounane,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.831745,35.036254,-537867.421900463,4168809.026530789
commune,MA-01-151-0303,MA-01-151,MA-01,MA,Bab Berred,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.907573,34.983454,-546308.5191976584,4161632.8356174617
commune,MA-01-151-0323,MA-01-151,MA-01,MA,Tamorot,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.831139,34.895968,-537799.914373204,4149752.528717834
commune,MA-01-151-1103,MA-01-151,MA-01,MA,Bni Mansour,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.89893,35.149118,-545346.3687703972,4184164.1584119597
commune,MA-01-151-1105,MA-01-151,MA-01,MA,Bni Selmane,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.01475,35.164045,-558239.4395279014,4186196.61879296
commune,MA-01-151-0621,MA-01-151,MA-01,MA,Oued Malha,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.021728,34.915828,-559016.2400421508,4152448.38624877
commune,MA-01-151-0615,MA-01-151,MA-01,MA,Mansoura,Chefchaouen,Tanger-Tétouan-Al Hoceima,-4.952481,34.845873,-551307.6401734417,4142955.5757106887
commune,MA-01-151-0605,MA-01-151,MA-01,MA,Bni Ahmed Cherqia,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.063365,34.851007,-563651.2454665015,4143652.0235049212
commune,MA-01-151-0607,MA-01-151,MA-01,MA,Bni Ahmed Gharbia,Chefchaouen,Tanger-Tétouan-Al Hoceima,-5.13682,34.816561,-571828.1964404634,4138980.3750546435
province,,MA-01-227,MA-01,MA,Fahs-Anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceima,-5.585654,35.756143,-621792.1052686481,4267118.628046349
commune,MA-01-227-0505,MA-01-227,MA-01,MA,Ksar Sghir,Fahs-Anjra,Tanger-Tétouan-Al Hoceima,-5.626093,35.799971,-626293.7543713553,4273132.454232544
commune,MA-01-227-0509,MA-01-227,MA-01,MA,Malloussa,Fahs-Anjra,Tanger-Tétouan-Al Hoceima,-5.638049,35.731218,-627624.7002119833,4263700.11463816
commune,MA-01-227-0501,MA-01-227,MA-01,MA,Al Bahraoyine,Fahs-Anjra,Tanger-Tétouan-Al Hoceima,-5.703154,35.757496,-634872.2490467846,4267304.293239429
commune,MA-01-227-0321,MA-01-227,MA-01,MA,Taghramt,Fahs-Anjra,Tanger-Tétouan-Al Hoceima,-5.444744,35.80782,-606106.1548616982,4274209.815557479
commune,MA-01-227-0311,MA-01-227,MA-01,MA,Jouamaa,Fahs-Anjra,Tanger-Tétouan-Al Hoceima,-5.642507,35.650604,-628120.9622774081,4252650.913385458
commune,MA-01-227-0313,MA-01-227,MA-01,MA,Ksar El Majaz,Fahs-Anjra,Tanger-Tétouan-Al Hoceima,-5.531143,35.826132,-615724.0393311733,4276723.632760668
commune,MA-01-227-0305,MA-01-227,MA-01,MA,Anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceima,-5.528822,35.690927,-615465.6725950559,4258176.295015674
province,,MA-01-331,MA-01,MA,Larache,Larache,Tanger-Tétouan-Al Hoceima,-5.854701,35.192825,-651742.2798763518,4190116.262714034
commune,MA-01-331-1107,MA-01-331,MA-01,MA,Rissana Chamalia,Larache,Tanger-Tétouan-Al Hoceima,-5.943881,35.265818,-661669.8420328887,4200063.62477725
commune,MA-01-331-1109,MA-01-331,MA-01,MA,Rissana Janoubia,Larache,Tanger-Tétouan-Al Hoceima,-5.961115,35.171592,-663588.3098167125,4187224.2621820206
commune,MA-01-331-1103,MA-01-331,MA-01,MA,Oulad Ouchih,Larache,Tanger-Tétouan-Al Hoceima,-5.950747,35.069897,-662434.1415386709,4173383.8611722225
commune,MA-01-331-1111,MA-01-331,MA-01,MA,Sahel,Larache,Tanger-Tétouan-Al Hoceima,-6.066645,35.245813,-675335.8464716759,4197336.463029339
commune,MA-01-331-1112,MA-01-331,MA-01,MA,Souaken,Larache,Tanger-Tétouan-Al Hoceima,-5.950921,35.115251,-662453.5175599917,4179554.2775491895
commune,MA-01-331-1113,MA-01-331,MA-01,MA,Souk Tolba,Larache,Tanger-Tétouan-Al Hoceima,-5.857224,35.077081,-652023.1832712728,4174361.13725847
commune,MA-01-331-0913,MA-01-331,MA-01,MA,Tazroute,Larache,Tanger-Tétouan-Al Hoceima,-5.505435,35.308093,-612862.2436103794,4205828.974543516
commune,MA-01-331-0915,MA-01-331,MA-01,MA,Zaaroura,Larache,Tanger-Tétouan-Al Hoceima,-5.706578,35.228322,-635253.4108580368,4194952.643978167
commune,MA-01-331-0905,MA-01-331,MA-01,MA,Bni Garfett,Larache,Tanger-Tétouan-Al Hoceima,-5.849377,35.253501,-651149.7223976112,4198384.5037707435
commune,MA-01-331-0901,MA-01-331,MA-01,MA,Ayacha,Larache,Tanger-Tétouan-Al Hoceima,-5.829771,35.38567,-648967.1706618706,4216416.388922623
commune,MA-01-331-0903,MA-01-331,MA-01,MA,Bni Arouss,Larache,Tanger-Tétouan-Al Hoceima,-5.636963,35.317427,-627503.8502900375,4207102.245778341
commune,MA-01-331-0711,MA-01-331,MA-01,MA,Souk L'qolla,Larache,Tanger-Tétouan-Al Hoceima,-5.605935,35.113352,-624049.8267679845,4179295.849785516
commune,MA-01-331-0715,MA-01-331,MA-01,MA,Tatoft,Larache,Tanger-Tétouan-Al Hoceima,-5.752933,34.98376,-640413.5377001521,4161674.3438633736
commune,MA-01-331-0717,MA-01-331,MA-01,MA,Zouada,Larache,Tanger-Tétouan-Al Hoceima,-6.031098,35.05134,-671378.7485937685,4170860.167609131
commune,MA-01-331-0701,MA-01-331,MA-01,MA,Boujedyane,Larache,Tanger-Tétouan-Al Hoceima,-5.737921,35.092167,-638742.4860554121,4176413.335719056
commune,MA-01-331-0703,MA-01-331,MA-01,MA,Ksar Bjir,Larache,Tanger-Tétouan-Al Hoceima,-5.85759,34.981987,-652063.900521797,4161433.450441398
commune,MA-01-331-0705,MA-01-331,MA-01,MA,Laouamra,Larache,Tanger-Tétouan-Al Hoceima,-6.144767,35.073977,-684032.3249430399,4173938.8046420584
commune,MA-01-331-0101,MA-01-331,MA-01,MA,Ksar El Kebir,Larache,Tanger-Tétouan-Al Hoceima,-5.905256,35.006051,-657370.0394082752,4164703.4441004624
commune,MA-01-331-0103,MA-01-331,MA-01,MA,Larache,Larache,Tanger-Tétouan-Al Hoceima,-6.133982,35.179572,-682831.7610682601,4188311.146701025
province,,MA-01-405,MA-01,MA,Ouezzane,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.45796,34.774477,-607577.2846989416,4133275.5930951415
commune,MA-01-405-1111,MA-01-405,MA-01,MA,Zoumi,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.376217,34.801852,-598477.7046037596,4136986.1126816357
commune,MA-01-405-1107,MA-01-405,MA-01,MA,Kalaat Bouqorra,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.225218,34.777277,-581668.6079289622,4133654.9519616626
commune,MA-01-405-0701,MA-01-405,MA-01,MA,Bni Quolla,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.522484,34.754662,-614760.1168254714,4130590.479184432
commune,MA-01-405-0705,MA-01-405,MA-01,MA,Masmouda,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.685646,34.766258,-632923.1954731168,4132161.666510986
commune,MA-01-405-1317,MA-01-405,MA-01,MA,Teroual,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.251116,34.68665,-584551.5666508775,4121379.191478329
commune,MA-01-405-1319,MA-01-405,MA-01,MA,Zghira,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.214546,34.651839,-580480.6507668477,4116667.5877335826
commune,MA-01-405-1311,MA-01-405,MA-01,MA,Sidi Ahmed Cherif,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.287234,34.559916,-588572.1995339207,4104235.1686943173
commune,MA-01-405-1313,MA-01-405,MA-01,MA,Sidi Bousber,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.380038,34.570874,-598903.1357018647,4105716.503502857
commune,MA-01-405-1309,MA-01-405,MA-01,MA,Ouannana,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.35871,34.666341,-596528.8162714008,4118630.0908395587
commune,MA-01-405-1303,MA-01-405,MA-01,MA,Lamjaara,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.31038,34.619512,-591148.8170733219,4112293.744264669
commune,MA-01-405-0715,MA-01-405,MA-01,MA,Sidi Redouane,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.461726,34.674379,-607996.5410262852,4119718.0733960476
commune,MA-01-405-0707,MA-01-405,MA-01,MA,Mzefroune,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.720699,34.85363,-636825.3302942677,4144007.760755506
commune,MA-01-405-0901,MA-01-405,MA-01,MA,Ain Beida,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.462295,34.935278,-608059.8554316636,4155089.1601050505
commune,MA-01-405-0903,MA-01-405,MA-01,MA,Asjen,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.669976,34.883958,-631178.8549262302,4148122.644358633
commune,MA-01-405-0905,MA-01-405,MA-01,MA,Brikcha,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.565844,34.945394,-619586.9208589715,4156462.917883709
commune,MA-01-405-0909,MA-01-405,MA-01,MA,Moqrissat,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.32536,34.929449,-592816.331878765,4154297.6624281555
commune,MA-01-405-0109,MA-01-405,MA-01,MA,Ouezzane,Ouezzane,Tanger-Tétouan-Al Hoceima,-5.586212,34.797069,-621854.3242561914,4136337.7142306883
province,,MA-01-511,MA-01,MA,Tanger-Assilah,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.849013,35.566454,-651109.0967113103,4241128.914951481
commune,MA-01-511-0109,MA-01-511,MA-01,MA,Gueznaia,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.966735,35.649409,-664213.9056670899,4252487.1643886175
commune,MA-01-511-0101,MA-01-511,MA-01,MA,Assilah,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-6.009076,35.475049,-668927.3022813391,4228627.223032087
commune,MA-01-511-0103,MA-01-511,MA-01,MA,Bni Makada,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.829161,35.730311,-648899.2873541925,4263575.800604379
commune,MA-01-511-0105,MA-01-511,MA-01,MA,Mghogha,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.763161,35.767381,-641552.1289231596,4268660.447702007
commune,MA-01-511-0106,MA-01-511,MA-01,MA,Souani,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.821249,35.765276,-648018.5075605127,4268371.659933635
commune,MA-01-511-0107,MA-01-511,MA-01,MA,Médina,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.890224,35.760516,-655696.6958766942,4267718.517764499
commune,MA-01-511-0311,MA-01-511,MA-01,MA,Sahel Chamali,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-6.052449,35.384869,-673755.5317094491,4216307.018185512
commune,MA-01-511-0313,MA-01-511,MA-01,MA,Sidi Lyamani,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.970021,35.37243,-664579.6436144519,4214608.797988543
commune,MA-01-511-0315,MA-01-511,MA-01,MA,Had Al Gharbia,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.927435,35.4875,-659839.0362818217,4230329.379719918
commune,MA-01-511-0303,MA-01-511,MA-01,MA,Aquouass Briech,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.969081,35.55169,-664475.0384399339,4239108.65988836
commune,MA-01-511-0517,MA-01-511,MA-01,MA,Laaouama,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.788089,35.680513,-644327.1662482789,4256749.014430827
commune,MA-01-511-0519,MA-01-511,MA-01,MA,Hjar Ennhal,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.897127,35.63475,-656465.2142517634,4250479.211588351
commune,MA-01-511-0505,MA-01-511,MA-01,MA,Sebt Azzinate,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.792175,35.631838,-644781.9255574178,4250080.374710121
commune,MA-01-511-0507,MA-01-511,MA-01,MA,Dar Chaoui,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.757053,35.570589,-640872.2584273163,4241694.805035893
commune,MA-01-511-0501,MA-01-511,MA-01,MA,Al Manzla,Tanger-Assilah,Tanger-Tétouan-Al Hoceima,-5.856425,35.542582,-651934.3001002527,4237862.47783659
province,,MA-01-571,MA-01,MA,Tétouan,Tétouan,Tanger-Tétouan-Al Hoceima,-5.454891,35.458335,-607235.6975330343,4226342.735150114
commune,MA-01-571-0515,MA-01-571,MA-01,MA,Bni Said,Tétouan,Tanger-Tétouan-Al Hoceima,-5.184949,35.417926,-577185.9376560152,4220821.589945463
commune,MA-01-571-0517,MA-01-571,MA-01,MA,Dar Bni Karrich,Tétouan,Tanger-Tétouan-Al Hoceima,-5.424276,35.514317,-603827.6061730862,4233996.228182465
commune,MA-01-571-0519,MA-01-571,MA-01,MA,Oulad Ali Mansour,Tétouan,Tanger-Tétouan-Al Hoceima,-5.248366,35.369457,-584245.38210885,4214202.913542522
commune,MA-01-571-0513,MA-01-571,MA-01,MA,Bni Leit,Tétouan,Tanger-Tétouan-Al Hoceima,-5.417681,35.303147,-603093.5166313482,4205154.251686456
commune,MA-01-571-0505,MA-01-571,MA-01,MA,Al Oued,Tétouan,Tanger-Tétouan-Al Hoceima,-5.299738,35.271481,-589964.0972857911,4200835.803294438
commune,MA-01-571-0507,MA-01-571,MA-01,MA,Azla,Tétouan,Tanger-Tétouan-Al Hoceima,-5.277343,35.534466,-587471.1471577596,4236752.264154902
commune,MA-01-571-0501,MA-01-571,MA-01,MA,Al Hamra,Tétouan,Tanger-Tétouan-Al Hoceima,-5.361314,35.349105,-596818.7112513643,4211424.83735841
commune,MA-01-571-0321,MA-01-571,MA-01,MA,Sahtryine,Tétouan,Tanger-Tétouan-Al Hoceima,-5.479905,35.487214,-610020.2507297441,4230290.21731493
commune,MA-01-571-0111,MA-01-571,MA-01,MA,Tétouan,Tétouan,Tanger-Tétouan-Al Hoceima,-5.340093,35.581105,-594456.3876331018,4243134.115319758
commune,MA-01-571-0107,MA-01-571,MA-01,MA,Oued Laou,Tétouan,Tanger-Tétouan-Al Hoceima,-5.124122,35.459958,-570414.6162336147,4226564.647940062
commune,MA-01-571-0525,MA-01-571,MA-01,MA,Zaouiat Sidi Kacem,Tétouan,Tanger-Tétouan-Al Hoceima,-5.221699,35.482019,-581276.875858088,4229580.093714403
commune,MA-01-571-0527,MA-01-571,MA-01,MA,Zinat,Tétouan,Tanger-Tétouan-Al Hoceima,-5.367571,35.427767,-597515.2950596667,4222165.925712759
commune,MA-01-571-0523,MA-01-571,MA-01,MA,Zaitoune,Tétouan,Tanger-Tétouan-Al Hoceima,-5.358055,35.510851,-596455.9252572842,4233522.293087469
commune,MA-01-571-0317,MA-01-571,MA-01,MA,Saddina,Tétouan,Tanger-Tétouan-Al Hoceima,-5.462068,35.629869,-608034.6343041747,4249810.643182036
commune,MA-01-571-0319,MA-01-571,MA-01,MA,Souk Kdim,Tétouan,Tanger-Tétouan-Al Hoceima,-5.534258,35.606232,-616070.8346825524,4246573.838426253
commune,MA-01-571-0311,MA-01-571,MA-01,MA,Bni Idder,Tétouan,Tanger-Tétouan-Al Hoceima,-5.550266,35.442093,-617852.819555342,4224123.231791705
commune,MA-01-571-0315,MA-01-571,MA-01,MA,Mallalienne,Tétouan,Tanger-Tétouan-Al Hoceima,-5.379596,35.633303,-598853.8472168755,4250281.095796923
commune,MA-01-571-0305,MA-01-571,MA-01,MA,Bghaghza,Tétouan,Tanger-Tétouan-Al Hoceima,-5.642872,35.459854,-628161.6904670628,4226550.400822781
commune,MA-01-571-0307,MA-01-571,MA-01,MA,Bni Harchen,Tétouan,Tanger-Tétouan-Al Hoceima,-5.66993,35.51979,-631173.7418185356,4234744.751842188
commune,MA-01-571-0309,MA-01-571,MA-01,MA,Jbel Lahbib,Tétouan,Tanger-Tétouan-Al Hoceima,-5.78038,35.458171,-643468.9268550297,4226320.322018586
commune,MA-01-571-0301,MA-01-571,MA-01,MA,Ain Lahsan,Tétouan,Tanger-Tétouan-Al Hoceima,-5.56693,35.561819,-619707.8333606385,4240494.646305675
commune,MA-01-571-0303,MA-01-571,MA-01,MA,Al Kharroub,Tétouan,Tanger-Tétouan-Al Hoceima,-5.689331,35.404782,-633333.3859630896,4219026.369202396
province,,MA-01-573,MA-01,MA,M'diq-Fnideq,M'diq-Fnideq,Tanger-Tétouan-Al Hoceima,-5.3982,35.760991,-600924.9068372557,4267783.726900311
commune,MA-01-573-0105,MA-01-573,MA-01,MA,M'diq,M'diq-Fnideq,Tanger-Tétouan-Al Hoceima,-5.358612,35.72864,-596518.0038727566,4263346.658097051
commune,MA-01-573-0100,MA-01-573,MA-01,MA,Sebta,M'diq-Fnideq,Tanger-Tétouan-Al Hoceima,-5.355541,35.894461,-596176.0759031277,4286109.127399633
