report_title,report_url,pdf_filename,page_number,row_number,categorie,encours_mdh,periode
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,20,Créditbancaire,224617.4700542899,2003-07-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,21,Créditbancaire,225020.67627014947,2003-08-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,22,Créditbancaire,222264.61115298493,2003-09-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,23,Créditbancaire,225443.9796165615,2003-10-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,24,Créditbancaire,224399.1486550427,2003-11-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,25,Créditbancaire,224368.79780255057,2003-12-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,26,Créditbancaire,223414.96948603724,2004-01-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,27,Créditbancaire,226516.81439054298,2004-02-29
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,28,Créditbancaire,225768.10752349286,2004-03-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,29,Créditbancaire,229751.19665293698,2004-04-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,30,Créditbancaire,229098.07665121218,2004-05-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,31,Créditbancaire,236032.52430973336,2004-06-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,32,Créditbancaire,238044.31725067447,2004-07-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,33,Créditbancaire,237775.75161965447,2004-08-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,34,Créditbancaire,238465.14809553488,2004-09-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,35,Créditbancaire,238902.11161749013,2004-10-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,36,Créditbancaire,239177.90190885725,2004-11-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,37,Créditbancaire,241512.96114820056,2004-12-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,38,Créditbancaire,245830.88722395015,2005-01-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,39,Créditbancaire,248072.56969383545,2005-02-28
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,40,Créditbancaire,249451.0589042597,2005-03-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,41,Créditbancaire,260717.27807955007,2005-04-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,42,Créditbancaire,263636.88625310804,2005-05-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,43,Créditbancaire,268063.4597550205,2005-06-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,44,Créditbancaire,270606.813460027,2005-07-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,45,Créditbancaire,269906.9010562797,2005-08-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,46,Créditbancaire,273656.8233914077,2005-09-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,47,Créditbancaire,274686.17152824934,2005-10-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,48,Créditbancaire,274968.47348598106,2005-11-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,49,Créditbancaire,270757.72188312176,2005-12-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,50,Créditbancaire,270385.9529489205,2006-01-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,51,Créditbancaire,272257.5682622508,2006-02-28
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,52,Créditbancaire,275190.22469175747,2006-03-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,53,Créditbancaire,274307.102877526,2006-04-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,54,Créditbancaire,272513.94299203315,2006-05-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,55,Créditbancaire,285039.7389567159,2006-06-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,56,Créditbancaire,294294.60682673287,2006-07-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,57,Créditbancaire,296103.1189606355,2006-08-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,58,Créditbancaire,299832.6639334895,2006-09-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,59,Créditbancaire,307585.0192214445,2006-10-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,60,Créditbancaire,314393.29620496044,2006-11-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,61,Créditbancaire,325582.38783240214,2006-12-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,62,Créditbancaire,326294.68208077736,2007-01-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,63,Créditbancaire,336903.7079179122,2007-02-28
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,64,Créditbancaire,339962.7005796462,2007-03-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,65,Créditbancaire,348334.50015553273,2007-04-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,66,Créditbancaire,359167.58798132336,2007-05-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,67,Créditbancaire,365914.2785936753,2007-06-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,68,Créditbancaire,377225.2988304603,2007-07-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,69,Créditbancaire,379022.39751678647,2007-08-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,70,Créditbancaire,389612.3302976743,2007-09-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,71,Créditbancaire,400147.283380108,2007-10-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,72,Créditbancaire,406173.65178828605,2007-11-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,73,Créditbancaire,424406.1244045051,2007-12-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,74,Créditbancaire,429800.96602686425,2008-01-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,75,Créditbancaire,434170.5469194123,2008-02-29
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,76,Créditbancaire,436559.19642366923,2008-03-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,77,Créditbancaire,447621.6850380498,2008-04-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,78,Créditbancaire,454882.641187103,2008-05-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,79,Créditbancaire,471566.1741986606,2008-06-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,80,Créditbancaire,475640.2996894176,2008-07-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,81,Créditbancaire,480101.7626482356,2008-08-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,82,Créditbancaire,490144.88151335507,2008-09-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,83,Créditbancaire,505872.0980515323,2008-10-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,84,Créditbancaire,510429.9431518902,2008-11-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,85,Créditbancaire,526189.5434781214,2008-12-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,86,Créditbancaire,519920.5103823484,2009-01-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,87,Créditbancaire,525557.1667129262,2009-02-28
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,88,Créditbancaire,528674.7824555871,2009-03-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,89,Créditbancaire,532444.6695502031,2009-04-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,90,Créditbancaire,534047.4229721075,2009-05-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,91,Créditbancaire,549606.7750775376,2009-06-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,92,Créditbancaire,558015.0635342234,2009-07-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,93,Créditbancaire,558406.9754781601,2009-08-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,94,Créditbancaire,564019.4083558065,2009-09-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,95,Créditbancaire,562910.152638519,2009-10-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,96,Créditbancaire,567571.9610485502,2009-11-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,97,Créditbancaire,577083.8207342295,2009-12-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,98,Créditbancaire,580962.667253757,2010-01-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,99,Créditbancaire,586028.1697964362,2010-02-28
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,100,Créditbancaire,592473.5634511354,2010-03-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,101,Créditbancaire,594519.9451405383,2010-04-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,102,Créditbancaire,604197.4355520646,2010-05-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,103,Créditbancaire,618894.8476173659,2010-06-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,104,Créditbancaire,615047.9401246993,2010-07-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,105,Créditbancaire,616050.6460696189,2010-08-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,106,Créditbancaire,620386.3121415083,2010-09-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,107,Créditbancaire,621197.5188527277,2010-10-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,108,Créditbancaire,623765.0357748107,2010-11-30
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,109,Créditbancaire,621485.7010138854,2010-12-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,110,Créditbancaire,615517.6703993825,2011-01-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,111,Créditbancaire,625509.2398767031,2011-02-28
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,112,Créditbancaire,631077.035974896,2011-03-31
12 - Ventilation du crédit bancaire par objet économique,https://www.bkam.ma/content/download/632824/7098257/12- Ventilation du crédit bancaire par objet économique.xlsx,12- Ventilation du crédit bancaire par objet économique.xlsx,1,113,Créditbancaire,634977.1828162188,2011-04-30
