Date d’adjudication,Date de valeur,Devises,Sens de l’opération,Montant demandé,Cours Minimum,Cours maximum,Montant alloué,Cours marginal,Cours moyen pondéré
18/01/2022,20/01/2022,1 Dollar u.s.a.,achat,0,-,-,0,-,-
