report_title,report_url,pdf_filename,page_number,row_number,Code localité,Localité,Montant des crédits,Montant des dépôts,Nombre Guichets,periode
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,18,281,SEFROU,1132532,3339386,21,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,19,512,SELOUANE,200064,1630605,10,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,20,610,SETTAT,2275762,7046120,36,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,21,376,SIDI ALLAL EL BAHRAOUI,202537,528683,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,22,340,SIDI ALLAL TAZI,112986,318864,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,23,179,SIDI BENNOUR,943967,2183763,14,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,24,32,SIDI BIBI,145182,758567,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,25,824,SIDI BOUKNADEL,106241,403436,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,26,619,SIDI HAJJAJ,77030,623475,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,27,346,SIDI KACEM,1144309,2518473,15,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,28,625,SIDI RAHAL CHATAI,77165,474935,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,29,349,SIDI SLIMANE,1088772,3616709,18,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,30,184,SIDI SMAIL,112902,353458,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,31,332,SIDI YAHIA EL GHARB,341086,729764,7,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,32,821,SKHIRATE,1435916,2097033,14,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,33,204,SKHOUR RHAMNA,51067,158252,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,34,629,SOUALAM TRIFIA,582107,982316,7,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,35,353,SOUK ARBAA EL RHARB,422909,1780131,9,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,36,528,TAFERSIT,10627,383651,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,37,765,TAFRAOUTE,62339,312004,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,38,475,TAHANNAOUT,124149,355166,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,39,711,TAHLA,198273,652443,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,40,561,TALIOUINE,56082,297377,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,41,207,TAMALLALT,79539,311567,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,42,820,TAMESNA,171793,246265,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,43,525,TAMSAMANE,27902,1123065,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,44,650,TAN TAN,415256,1386711,12,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,45,640,TANGER,25078617,65477091,231,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,46,660,TAOUNATE,523447,1833083,14,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,47,585,TAOURIRT,605887,3867863,16,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,48,437,TARFAYA,92218,176114,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,49,61,TARGUIST,91315,813868,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,50,41,TAROUDANNT,3164809,3824831,20,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",4,51,680,TATA,202913,472851,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,1,690,TAZA,2413688,9185524,42,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,2,569,TAZARINE,24588,223351,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,3,563,TAZNAKHT,50859,368995,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,4,825,TEMARA,8033088,14990672,84,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,5,30,TEMSIA,46047,248716,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,6,313,TENDRARA,64514,116574,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,7,720,TETOUAN,5887851,20824357,71,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,8,664,THAR ES-SOUK,29888,274051,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,9,374,TIFLET,850392,2443752,13,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,10,559,TINEGHIR,270398,2236553,9,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,11,226,TINEJDAD,73239,710847,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,12,675,TISSA,108075,283457,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,13,797,TIT MELLIL,600321,1865279,11,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,14,701,TIZI OUSLI,16928,300612,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,15,750,TIZNIT,1319047,7236727,32,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,16,607,YOUSSOUFIA,448615,1508965,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,17,565,ZAGORA,236882,1183241,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,18,389,ZAIDA,107785,130339,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,19,519,ZAIO,165166,2300947,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,20,99,ZAOUIAT CHEIKH,90932,461838,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,21,507,ZEGHANGHANE,100176,2021042,7,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",5,22,186,ZMAMRA,193896,858813,5,01-2026
