report_title,report_url,pdf_filename,page_number,row_number,agences_pour_10000_habitants,annee_rapport,densite_bancaire,nombre_agences_bancaires
(PDF),https://www.bkam.ma/content/download/828688/9035256/Rapport DSB 2024.pdf,Rapport DSB 2024.pdf,0,1,2.1,2024,4.709,5.692.
